Title,Precio_USD,Fecha_de_publicacion,Visualizaciones,Dimension_terreno,Dimension_propiedad,Ambientes,Banos,Dormitorios,Tipo,Años_antiguedad,Operacion,Zona,Zona2,Superdestacado
Departamento · 81m² · 4 Ambientes,115000,2023-07-18T23:44:58.000Z,123,84,81,4,1,3,Departamento,"45
años",Venta,Capital Federal,Villa Crespo,superdestacado
PH · 98m² · 1 Ambiente,170000,2023-08-25T12:34:24.000Z,16,195,98,1,2,0,PH,"100
años",Venta,Capital Federal,Centro / Microcentro,simple
,35000,10/24/22,70,55,55,4,0,0,Local Comercial,"60
años",Venta,Capital Federal,Centro / Microcentro,simple
,105000,1/18/22,17,59,0,2,1,1,Departamento,"60
años",Venta,Capital Federal,Barrio Norte,simple
,196000,9/23/22,46,67,59,3,1,2,Departamento,0 años,Venta,Capital Federal,Belgrano,superdestacado
,130000,12/1/21,39,70,66,3,2,2,Departamento,"38
años",Venta,Capital Federal,Almagro,simple
Departamento · 63m² · 1 Ambiente,74000,2023-02-02T14:09:57.000Z,30,63,63,1,1,0,Departamento,"62
años",Venta,Capital Federal,Balvanera,simple
Departamento · 34m² · 2 Ambientes,79580,2021-09-20T17:39:42.000Z,0,34,34,2,1,1,Departamento,0 años,Venta,Capital Federal,Almagro,simple
Casa · 258m² · 7 Ambientes,200000,2022-09-07T14:32:24.000Z,32,258,258,7,2,7,Casa,"58
años",Venta,Capital Federal,Monserrat,simple
Oficina comercial · 517m²,1500,8/19/21,0,517,0,0,2,0,Local Comercial,"99
años",Alquiler,Capital Federal,San Nicolás,simple
Departamento · 33m² · 1 Ambiente,490,2023-07-20T21:22:12.000Z,0,37,33,1,0,1,Departamento,,Alquiler Temporal,Capital Federal,Villa Urquiza,destacado
Departamento · 77m² · 3 Ambientes,320000,2023-07-20T18:21:31.000Z,43,77,77,3,2,2,Departamento,"20
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 34m² · 2 Ambientes,110000,12/7/21,0,60,34,2,1,1,Departamento,"40
años",Venta,Capital Federal,Congreso,simple
,50000,10/1/21,31,47,42,2,1,1,Departamento,,Venta,Capital Federal,Pompeya,simple
,74000,5/25/22,43,51,51,3,1,2,Departamento,"40
años",Venta,Capital Federal,Flores,destacado
,60000,8/16/22,0,35,30,0,1,0,Departamento,0 años,Venta,Capital Federal,Pompeya,simple
,150000,4/18/23,0,55,47,2,1,1,Departamento,0 años,Venta,Capital Federal,Colegiales,simple
,160000,10/7/22,0,76,72,3,2,2,Departamento,"65
años",Venta,Capital Federal,Belgrano,simple
,88000,1/26/21,49,38,38,2,1,1,Departamento,"30
años",Venta,Capital Federal,Barrio Norte,simple
,419000,1/5/23,0,163,152,4,3,3,Departamento,"45
años",Venta,Capital Federal,Retiro,simple
,165000,5/4/23,33,113,108,4,1,2,Departamento,"70
años",Venta,Capital Federal,Almagro,simple
,95000,1/4/23,89,50,48,3,1,2,Departamento,"40
años",Venta,Capital Federal,Villa Crespo,simple
,135000,8/24/21,0,37,37,1,1,0,Departamento,0 años,Venta,Capital Federal,Palermo,simple
,144000,7/7/21,0,107,48,2,1,1,Departamento,0 años,Venta,Capital Federal,Villa Urquiza,simple
,110000,5/8/23,207,58,56,3,1,2,Departamento,"42
años",Venta,Capital Federal,Belgrano,simple
,159000,5/2/23,26,60,60,2,1,1,Departamento,0 años,Venta,Capital Federal,Villa Urquiza,superdestacado
,335,7/19/22,92,80,80,0,2,0,Local Comercial,"10
años",Alquiler,Capital Federal,Centro / Microcentro,superdestacado
,48000,9/5/22,472,37,37,2,1,1,Departamento,"30
años",Venta,Capital Federal,Congreso,simple
,439000,11/2/20,32,300,215,6,3,4,Casa,"2
años",Venta,Capital Federal,Villa Real,simple
,95000,6/28/22,27,83,83,3,1,2,Departamento,"52
años",Venta,Capital Federal,Balvanera,destacado
,160000,8/9/22,23,60,50,3,1,2,Departamento,"60
años",Venta,Capital Federal,San Telmo,simple
,25000,4/29/19,18,25,25,0,1,0,Local Comercial,"30
años",Venta,Capital Federal,Liniers,simple
Departamento de 3 Ambientes,98000,8/29/22,0,80,60,3,1,2,Departamento,"45
años",Venta,Capital Federal,Villa Urquiza,simple
Alquiler Importante Dep. 2 Ambientes Grandes Zona Centro Caba,391,1/5/24,82,65,63,2,1,1,Departamento,"70
años",Alquiler,Capital Federal,Abasto,simple
,115000,2/22/21,0,45,41,2,1,1,Departamento,"8
años",Venta,Capital Federal,Liniers,simple
,210000,12/9/20,0,89,72,2,1,1,Departamento,,Venta,Capital Federal,Villa Urquiza,simple
,520000,6/16/22,40,200,185,4,3,3,Departamento,0 años,Venta,Capital Federal,Palermo,superdestacado
,244879,4/5/23,0,95,80,1,1,0,Local Comercial,0 años,Venta,Capital Federal,Palermo,simple
,900,5/17/23,31,72,70,2,2,1,Departamento,"25
años",Alquiler Temporal,Capital Federal,Palermo,simple
,175000,11/19/20,15,130,110,4,2,3,PH,"30
años",Venta,Capital Federal,Floresta,destacado
Departamento · 44m² · 2 Ambientes,60000,2023-04-10T13:52:18.000Z,144,44,44,2,1,1,Departamento,"53
años",Venta,Capital Federal,Villa Crespo,simple
Local comercial · 600m²,2,2022-12-14T13:34:12.000Z,0,600,600,0,3,0,Local Comercial,"54
años",Venta,Capital Federal,Barrio Norte,simple
"Potosí 3900, Almagro, Caba. 2 Ambientes Apto Prof. Reciclado! Luz/sol",59500,1/10/24,0,30,30,2,1,1,Departamento,"45
años",Venta,Capital Federal,Almagro,simple
Departamento 3 Ambientes. Totalmente Equipado. Amoblado.,750,1/10/24,0,70,62,3,1,2,Departamento,"10
años",Alquiler,Capital Federal,Núñez,destacado
Alquiler PH Departamento 2 Amb - Villa del Parque / Villa Santa Rita. Excelente,391,1/12/24,0,51,47,2,1,1,Departamento,"1
años",Alquiler,Capital Federal,Villa Santa Rita,free
"En Pozo - Monambiente de 33 m² - 11de Septiembre Esquina Pico, Nuñez",106500,11/26/21,0,34,34,1,1,0,Departamento,0 años,Venta,Capital Federal,Núñez,simple
Divino! 2 Amb Cocina Amplia Lavad Piso Alto Balcon Sol Luz Torre Paler. Hollywood,402,1/15/24,410,42,42,2,1,1,Departamento,"1
años",Alquiler,Capital Federal,Palermo,destacado
Venta Monoambiente Almagro,33000,1/1/24,0,22,22,1,0,0,Departamento,"40
años",Venta,Capital Federal,Almagro,free
,102000,4/18/23,0,48,41,2,1,1,Departamento,0 años,Venta,Capital Federal,Barracas,simple
,320000,5/16/22,24,182,182,5,1,4,Departamento,"56
años",Venta,Capital Federal,Recoleta,simple
,189000,3/9/23,175,150,100,4,1,3,Casa,"20
años",Venta,Capital Federal,La Paternal,simple
,1750000,12/6/17,0,185,170,4,2,3,Departamento,"15
años",Venta,Capital Federal,Puerto Madero,simple
,98900,10/5/20,0,70,70,0,1,0,Local Comercial,"35
años",Venta,Capital Federal,Villa Crespo,simple
,349000,5/24/23,0,280,200,7,3,4,Casa,"63
Años",Venta,Capital Federal,Villa Crespo,simple
Departamento · 65m² · 3 Ambientes,600,2023-05-21T05:59:34.000Z,640,77,65,3,2,2,Departamento,0 años,Alquiler,Capital Federal,Núñez,destacado
Departamento · 30m² · 1 Ambiente,490,2023-04-20T21:01:16.000Z,0,33,30,1,1,0,Departamento,"10
años",Alquiler Temporal,Capital Federal,Belgrano,free
Departamento · 48m² · 3 Ambientes,79000,2023-06-14T19:14:16.000Z,128,53,48,3,1,2,Departamento,"51
años",Venta,Capital Federal,Agronomía,superdestacado
Departamento 3 Amb. Semipiso C/frente - C/cochera 2º Piso,163000,,0,73,63,3,2,2,Departamento,0 años,Venta,Capital Federal,Villa Devoto,simple
Excelente Monoambiente Pleno Villa Crespo,67000,1/4/24,76,36,33,1,1,0,Departamento,"7
años",Venta,Capital Federal,Villa Crespo,simple
Monoambiente en Alquiler.,167,1/6/24,0,19,19,1,1,0,Departamento,"1
años",Alquiler,Capital Federal,Caballito,free
Venta en Block. 2 PH con Terraza y Patio. Ideal 2 Familias,150000,1/12/24,107,240,100,0,2,4,Casa,"50
años",Venta,Capital Federal,Barracas,superdestacado
Venta Departamento Excelente con un Balcon Terraza de Ensueño,75000,12/27/23,239,51,40,2,1,1,Departamento,"15
años",Venta,Capital Federal,Balvanera,superdestacado
"Casa a Reciclar 8,40 X 48 2 Plantas Pb y Pa Ideal Para Hacer 2 PH Jardin Terraza",600000,7/26/21,23,479,261,0,0,0,Casa,"55
años",Venta,Capital Federal,Chacarita,simple
Dpto 2 Ambientes Reformado a Nuevo Cocina Separada Baño Completo Balcon,335,1/19/24,324,45,42,2,1,1,Departamento,"35
años",Alquiler,Capital Federal,San Nicolás,simple
,1000,2/15/23,0,90,90,3,1,2,Departamento,0 años,Alquiler Temporal,Capital Federal,San Telmo,simple
Departamento · 50m² · 3 Ambientes,70000,2021-09-29T13:16:44.000Z,90,50,50,3,1,2,Departamento,"25
años",Venta,Capital Federal,Flores,destacado
Departamento · 97m² · 3 Ambientes,149900,2023-08-22T00:54:23.000Z,98,127,97,3,1,2,Departamento,"70
años",Venta,Capital Federal,Caballito,superdestacado
Departamento · 80m² · 3 Ambientes · 1 Cochera,950,2023-05-06T00:14:37.000Z,0,80,80,3,2,2,Departamento,0 años,Alquiler Temporal,Capital Federal,Saavedra,simple
Departamento · 56m² · 3 Ambientes,95000,3/28/23,0,65,56,3,1,2,Departamento,En construccion,Venta,Capital Federal,Mataderos,simple
Departamento · 55m² · 2 Ambientes,129900,2022-08-18T14:04:04.000Z,35,59,55,2,1,1,Departamento,0 años,Venta,Capital Federal,Colegiales,simple
Oficina comercial · 28m²,65,7/11/22,0,28,28,0,0,0,Local Comercial,0 años,Alquiler,Capital Federal,Barrio Norte,simple
Departamento · 67m² · 3 Ambientes · 1 Cochera,248000,2022-08-05T17:06:45.000Z,123,76,67,3,2,2,Departamento,"5
años",Venta,Capital Federal,Puerto Madero,superdestacado
Departamento · 53m² · 2 Ambientes,1200,6/6/23,0,60,53,2,1,1,Departamento,"23
años",Alquiler Temporal,Capital Federal,Puerto Madero,simple
Departamento · 143m² · 5 Ambientes,319000,3/2/23,0,145,143,5,3,3,Departamento,"65
años",Venta,Capital Federal,Barrio Norte,destacado
"Amplio Departamento 3 Ambientes Muy Luminoso, Magnífica Vista a Jardines",580,8/20/20,0,90,90,3,1,2,Departamento,"30
años",Alquiler,Capital Federal,Constitución,free
2 Ambientes a Estrenar - Al Contra Frente,85000,10/6/23,86,40,38,2,1,1,Departamento,0 años,Venta,Capital Federal,Caballito,simple
Triplex 4 Amb Coch y Gje Patio Muy Bueno!,228000,3/3/21,0,0,150,4,1,3,Casa,"20
años",Venta,Capital Federal,Floresta,simple
Oficina en Alquiler en Microcentro,781,,0,370,370,0,3,0,Local Comercial,"50
años",Alquiler,Capital Federal,Centro / Microcentro,simple
Departamento 2 Ambientes a La Calle Cullen 4836 Piso 8 a,440,1/5/24,39,43,42,0,0,1,Departamento,"10
años",Alquiler,Capital Federal,Villa Urquiza,superdestacado
"Departamento en Venta Ubicado en Barrio Norte, Capital Federal, Buenos Aires",155000,,0,50,50,3,1,2,Departamento,"50
años",Venta,Capital Federal,Barrio Norte,destacado
Departamento · 57m² · 2 Ambientes · 1 Cochera,142000,2023-05-12T18:19:29.000Z,189,71,57,2,1,1,Departamento,"12
años",Venta,Capital Federal,Palermo,superdestacado
Departamento · 43m² · 2 Ambientes,450,2021-03-23T14:30:43.000Z,183,43,43,2,1,1,Departamento,"6
años",Alquiler,Capital Federal,Palermo,simple
Departamento · 42m² · 2 Ambientes,78000,7/22/23,41,45,42,2,2,1,Departamento,,Venta,Capital Federal,Boedo,superdestacado
Departamento · 171m² · 4 Ambientes · 2 Cocheras,450000,2023-06-26T17:41:25.000Z,261,208,171,4,3,3,Departamento,"35
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 62m² · 3 Ambientes · 1 Cochera,109900,2023-03-01T18:59:14.000Z,343,62,62,3,1,2,Departamento,"25
años",Venta,Capital Federal,Caballito,simple
Departamento · 80m² · 2 Ambientes,680000,2023-03-31T18:02:24.000Z,17,114,80,2,1,1,Departamento,"1
años",Venta,Capital Federal,Puerto Madero,destacado
Garage · 15m²,9900,12/13/22,0,15,15,0,0,0,Cochera,0 años,Venta,Capital Federal,Congreso,simple
Oficina comercial · 33m² · 1 Ambiente,37000,11/11/20,0,33,33,1,1,0,Local Comercial,"50
años",Venta,Capital Federal,Congreso,simple
Casa · 154m² · 5 Ambientes,235000,2023-08-30T21:09:32.000Z,189,289,154,5,2,3,Casa,"60
años",Venta,Capital Federal,Villa Devoto,simple
Chalet Ideal 2 Familias en Exc. Zona,450000,,0,162,160,6,2,4,Casa,"40
años",Venta,Capital Federal,Núñez,simple
Saavedra a Estrenar 2 Amb + Balcon Terraza en Pozo,129500,1/25/23,0,70,41,2,1,1,Departamento,En construccion,Venta,Capital Federal,Saavedra,superdestacado
,78900,11/29/22,20,53,42,2,1,1,PH,"50
años",Venta,Capital Federal,Barracas,simple
,335000,3/3/21,142,110,103,5,3,4,Departamento,"8
años",Venta,Capital Federal,Villa Crespo,superdestacado
Local comercial · 100m²,150000,2023-05-24T16:23:02.000Z,0,100,100,0,0,0,Local Comercial,0 años,Venta,Capital Federal,Recoleta,simple
Oficina comercial · 504m² · 4 Cocheras,10584,2023-06-26T19:15:42.000Z,0,504,504,0,2,0,Local Comercial,"26
años",Alquiler,Capital Federal,San Nicolás,simple
Departamento · 64m² · 2 Ambientes,192000,5/3/23,0,64,0,2,1,1,Departamento,"10
años",Venta,Capital Federal,Palermo,simple
Departamento · 141m² · 4 Ambientes,320000,2/10/23,0,151,141,4,1,3,Departamento,"60
años",Venta,Capital Federal,Palermo,superdestacado
Departamento · 43m² · 2 Ambientes,500,5/27/21,0,50,43,2,1,1,Departamento,"5
años",Alquiler Temporal,Capital Federal,Almagro,simple
Casa · 220m² · 6 Ambientes · 1 Cochera,380000,2023-08-14T17:49:25.000Z,207,264,220,6,3,4,Casa,"20
años",Venta,Capital Federal,Palermo,superdestacado
Departamento · 42m² · 2 Ambientes,80000,2023-03-11T01:59:41.000Z,28,42,42,2,1,1,Departamento,"50
años",Venta,Capital Federal,Caballito,simple
Departamento · 47m² · 3 Ambientes,145000,2019-11-13T13:26:29.000Z,0,47,47,3,1,2,Departamento,"50
años",Venta,Capital Federal,Recoleta,simple
Departamento · 26m² · 1 Ambiente,38000,2022-09-08T00:57:51.000Z,303,26,26,1,1,1,Departamento,"45
años",Venta,Capital Federal,Almagro,simple
,750000,9/29/21,0,210,200,5,4,3,Departamento,"30
Años",Venta,Capital Federal,Belgrano,simple
,13600,3/20/23,0,632,588,0,3,0,Local Comercial,0 años,Alquiler,Capital Federal,Barrio Norte,simple
Departamento · 70m² · 3 Ambientes,163000,2023-05-25T23:03:59.000Z,105,98,70,3,1,2,Departamento,"35
años",Venta,Capital Federal,Palermo,superdestacado
,372000,12/2/22,434,270,185,5,2,3,Casa,"19
años",Venta,Capital Federal,Saavedra,superdestacado
,1350000,1/18/21,0,550,461,0,5,0,Local Comercial,"50
años",Venta,Capital Federal,Belgrano,simple
,42601,8/3/22,0,1469,1469,0,2,0,Local Comercial,0 años,Alquiler,Capital Federal,Catalinas,superdestacado
,400,6/22/23,0,34,32,1,1,0,Departamento,0 años,Alquiler Temporal,Capital Federal,Almagro,simple
,319000,8/25/22,28,182,154,4,3,3,Departamento,"5
años",Venta,Capital Federal,Barrio Norte,simple
,295000,6/8/23,106,118,110,4,2,2,Departamento,"34
años",Venta,Capital Federal,Palermo,superdestacado
Departamento · 105m² · 4 Ambientes,231080,2023-08-07T11:04:49.000Z,21,111,105,4,2,3,Departamento,En construccion,Venta,Capital Federal,Flores,superdestacado
Departamento · 45m² · 2 Ambientes,105209,2023-09-05T18:54:08.000Z,0,52,45,2,1,1,Departamento,0 años,Venta,Capital Federal,Barrio Norte,superdestacado
Departamento · 80m² · 2 Ambientes,247000,2023-01-24T19:18:31.000Z,107,80,80,2,1,1,Departamento,"88
años",Venta,Capital Federal,Palermo,simple
Departamento · 31m² · 1 Ambiente,600,1/16/23,0,33,31,1,1,0,Departamento,0 años,Alquiler Temporal,Capital Federal,Villa Urquiza,superdestacado
Departamento · 30m² · 2 Ambientes,69900,11/11/22,0,44,30,2,1,1,Departamento,0 años,Venta,Capital Federal,Villa Luro,simple
,85000,8/25/23,0,36,28,1,1,0,Departamento,0 años,Venta,Capital Federal,Villa Crespo,superdestacado
,1000,12/23/22,26,67,55,3,1,2,Departamento,0 años,Alquiler Temporal,Capital Federal,Palermo,destacado
,4500,11/8/22,0,97,0,3,2,2,Departamento,0 años,Alquiler,Capital Federal,Puerto Madero,simple
,1800,6/21/22,58,250,180,5,2,3,Departamento,"10
años",Alquiler Temporal,Capital Federal,Barrio Norte,destacado
,750,6/23/23,32,55,55,1,1,0,Departamento,"1
años",Alquiler,Capital Federal,Retiro,superdestacado
Departamento · 39m² · 2 Ambientes,85000,2023-06-17T05:32:25.000Z,175,42,39,2,1,1,Departamento,"20
años",Venta,Capital Federal,Caballito,superdestacado
Departamento · 33m² · 1 Ambiente,400,8/18/23,27,37,33,1,1,1,Departamento,"12
años",Alquiler Temporal,Capital Federal,Recoleta,simple
,650000,11/16/20,0,120,120,3,2,2,Departamento,"10
años",Venta,Capital Federal,Puerto Madero,superdestacado
,320000,9/5/23,0,214,214,7,2,3,Casa,"80
años",Venta,Capital Federal,Flores,simple
,250000,2/18/22,0,74,45,2,1,1,Departamento,"12
años",Venta,Capital Federal,Palermo,simple
,250000,11/29/21,140,138,130,4,2,3,Departamento,"50
años",Venta,Capital Federal,Recoleta,destacado
,168000,4/30/21,0,155,110,4,2,3,PH,"25
años",Venta,Capital Federal,Mataderos,simple
,270000,5/22/23,0,220,175,4,2,3,PH,"40
años",Venta,Capital Federal,Balvanera,simple
,4200000,4/15/21,109,1500,1050,8,4,6,Casa,"15
años",Venta,Capital Federal,Belgrano,simple
,113257,1/5/23,0,55,50,2,1,1,Departamento,,Venta,Capital Federal,Abasto,simple
,400,9/26/22,0,35,33,1,1,0,Departamento,"10
años",Alquiler Temporal,Capital Federal,Almagro,superdestacado
,600,3/18/23,43,55,45,2,1,1,Departamento,"30
años",Alquiler Temporal,Capital Federal,Caballito,destacado
,6000,8/22/22,189,340,328,7,4,4,Departamento,"60
años",Alquiler,Capital Federal,Recoleta,superdestacado
,1063,1/18/23,0,87,87,4,2,3,Departamento,"50
años",Alquiler Temporal,Capital Federal,Recoleta,simple
,390000,3/30/23,0,250,200,6,3,4,Casa,"50
años",Venta,Capital Federal,Villa Urquiza,simple
,80000,3/30/22,204,48,48,3,1,2,Departamento,"45
años",Venta,Capital Federal,Palermo,simple
,120000,11/20/20,0,72,72,2,2,1,Departamento,0 años,Venta,Capital Federal,Villa Luro,simple
,69000,9/26/19,0,44,40,2,1,1,Departamento,"30
años",Venta,Capital Federal,Flores,simple
,495000,3/21/23,138,305,235,8,4,3,Departamento,"70
años",Venta,Capital Federal,Recoleta,simple
,170000,9/19/22,47,105,105,4,1,3,Departamento,"50
años",Venta,Capital Federal,Almagro,destacado
,95000,11/8/21,0,40,34,1,1,0,Departamento,"6
años",Venta,Capital Federal,Flores,simple
,160000,5/4/21,0,84,84,1,1,0,Local Comercial,"5
años",Venta,Capital Federal,Centro / Microcentro,simple
,47700,7/21/21,49,38,34,1,1,0,Departamento,0 años,Venta,Capital Federal,Boedo,simple
,260000,4/21/23,63,84,84,3,2,2,Departamento,0 años,Venta,Capital Federal,Recoleta,simple
Departamento · 37m² · 2 Ambientes,73000,3/17/23,0,42,37,2,1,1,Departamento,0 años,Venta,Capital Federal,Parque Avellaneda,destacado
Departamento · 100m² · 4 Ambientes,150000,2022-03-18T15:27:09.000Z,25,101,100,4,2,2,Departamento,"63
años",Venta,Capital Federal,San Nicolás,simple
Departamento · 112m² · 4 Ambientes · 1 Cochera,335000,2023-07-14T19:57:45.000Z,23,134,112,4,3,3,Departamento,0 años,Venta,Capital Federal,Almagro,superdestacado
"Departamento en Venta Ubicado en Caballito, Capital Federal, Buenos Aires",115000,3/31/23,0,50,46,2,1,1,Departamento,,Venta,Capital Federal,Caballito,superdestacado
"Av Callao y Posadas - Piso Alto con Balcón, Muy Buen Plano - Oportunidad",298000,7/7/22,0,156,143,4,2,3,Departamento,"65
años",Venta,Capital Federal,Barrio Norte,simple
Dos Ambientes con Balcón y Cochera. Excelente Ubicación,138000,5/12/23,0,47,45,2,1,1,Departamento,"10
años",Venta,Capital Federal,Recoleta,simple
,76000,8/30/22,154,36,36,2,1,1,Departamento,"40
años",Venta,Capital Federal,Barrio Norte,destacado
,170000,8/15/18,54,286,225,6,4,5,Casa,"70
años",Venta,Capital Federal,Boedo,simple
,261732,8/31/23,0,44,44,1,1,1,Departamento,0 años,Venta,Capital Federal,Retiro,superdestacado
Departamento · 102m² · 3 Ambientes,375000,5/11/23,0,102,102,3,1,2,Departamento,"10
años",Venta,Capital Federal,Palermo,superdestacado
Departamento · 183m² · 4 Ambientes · 2 Cocheras,1600000,6/29/22,0,300,183,4,1,2,Departamento,"8
años",Venta,Capital Federal,San Telmo,simple
,255000,3/28/23,17,88,83,3,3,2,Departamento,"10
años",Venta,Capital Federal,Almagro,superdestacado
,215000,8/17/22,0,96,84,4,3,3,Departamento,"48
años",Venta,Capital Federal,Palermo,destacado
,265000,5/14/22,83,94,74,3,1,2,Departamento,"12
años",Venta,Capital Federal,Saavedra,simple
Departamento · 68m² · 4 Ambientes,212100,2022-04-26T21:39:32.000Z,0,89,68,4,2,3,Departamento,En construccion,Venta,Capital Federal,Caballito,simple
Departamento · 33m² · 1 Ambiente,58000,1/26/23,0,36,33,1,1,0,Departamento,0 años,Venta,Capital Federal,Villa del Parque,destacado
PH · 80m² · 4 Ambientes,75000,2023-02-06T15:53:15.000Z,107,121,80,4,2,3,PH,"73
años",Venta,Capital Federal,Barracas,simple
Departamento · 42m² · 1 Ambiente,120000,2022-08-05T02:18:19.000Z,30,42,42,1,1,0,Departamento,"1
años",Venta,Capital Federal,Palermo,simple
Departamento Venta 3 Ambientes Belgrano en Construcción,299201,10/29/21,0,96,83,3,2,2,Departamento,En construccion,Venta,Capital Federal,Belgrano,superdestacado
Dpto • 2 Amb• de Categoria 45 m² • Aquino 5591 Lugano,76500,6/15/23,0,50,40,2,1,1,Departamento,En construccion,Venta,Capital Federal,Villa Lugano,simple
"Venta Depto 3 Amb con Vista Abierta - Artigas 4100, Villa Pueyrredon",95000,4/27/23,0,63,63,3,0,2,Departamento,"40
años",Venta,Capital Federal,Villa Pueyrredón,superdestacado
Departamento - Recoleta - 4 Ambientes - Parera y Alvear,2200,6/15/23,0,160,151,4,3,3,Departamento,0 años,Alquiler Temporal,Capital Federal,Recoleta,simple
Venta de Departamento 3 Ambientes en Pozo en Caballito,183000,,0,89,65,2,1,1,Departamento,"2023
años",Venta,Capital Federal,Caballito,simple
Excepcional Ubicacion 2 Ambientes - Palermo,85000,7/11/23,0,34,34,2,0,1,Departamento,"50
años",Venta,Capital Federal,Palermo,simple
Departamento · 35m² · 2 Ambientes,400,2022-07-19T14:46:32.000Z,526,38,35,2,1,1,Departamento,"11
años",Alquiler,Capital Federal,Belgrano,simple
Oficina comercial · 19m² · 1 Ambiente,29900,2022-03-29T15:36:25.000Z,0,19,19,1,0,0,Local Comercial,"10
años",Venta,Capital Federal,Centro / Microcentro,simple
Departamento · 154m² · 4 Ambientes · 2 Cocheras,650000,2023-08-28T04:47:23.000Z,62,166,154,4,4,3,Departamento,"12
años",Venta,Capital Federal,Belgrano,superdestacado
Local comercial · 80m²,78,2019-01-11T19:47:38.000Z,45,80,80,0,1,0,Local Comercial,"20
años",Alquiler,Capital Federal,Parque Avellaneda,simple
Oficina comercial · 45m²,28,8/7/23,54,45,45,0,0,0,Local Comercial,"85
años",Alquiler,Capital Federal,Monserrat,simple
,700,5/4/23,0,42,40,2,1,1,Departamento,"15
años",Alquiler Temporal,Capital Federal,Almagro,simple
,120000,11/11/22,0,75,75,3,1,2,Departamento,"15
años",Venta,Capital Federal,Balvanera,simple
,170000,8/3/21,63,67,63,3,2,2,Departamento,"15
años",Venta,Capital Federal,Villa Urquiza,superdestacado
Departamento · 42m² · 2 Ambientes,175000,2023-07-13T12:52:00.000Z,0,45,42,2,1,1,Departamento,0 años,Venta,Capital Federal,Núñez,simple
Departamento · 67m² · 3 Ambientes,250000,2023-09-05T14:39:06.000Z,38,144,67,3,1,2,Departamento,"15
años",Venta,Capital Federal,Palermo,simple
Local comercial · 50m²,400000,4/5/23,0,50,50,0,0,0,Local Comercial,0 años,Venta,Capital Federal,Palermo,simple
Departamento · 92m² · 4 Ambientes · 1 Cochera,209000,3/27/23,0,116,92,4,2,3,Departamento,"7
años",Venta,Capital Federal,Villa del Parque,simple
Local comercial · 20m²,35000,3/7/22,0,20,20,0,1,0,Local Comercial,,Venta,Capital Federal,Pompeya,superdestacado
Baez 529,93800,2023-09-05T15:18:42.000Z,62,50,39,1,0,0,Desarrollos inmobiliarios en venta,,Venta,Capital Federal,Palermo,superdestacado
Casa · 213m² · 4 Ambientes,220000,12/27/22,0,301,213,4,2,3,Casa,"50
años",Venta,Capital Federal,Parque Patricios,simple
Departamento · 127m² · 3 Ambientes,143000,2023-03-28T16:30:27.000Z,469,127,127,3,1,2,Departamento,"35
años",Venta,Capital Federal,Palermo,superdestacado
Terrenos · 500m²,1350000,2019-09-30T17:50:23.000Z,0,500,500,0,0,0,Terrenos,0 años,Venta,Capital Federal,Abasto,destacado
Departamento · 123m² · 4 Ambientes · 1 Cochera,365000,2023-01-12T17:43:04.000Z,41,128,123,4,2,3,Departamento,"42
años",Venta,Capital Federal,Barrio Norte,superdestacado
Local comercial · 218m²,699000,5/30/22,0,218,218,0,1,0,Local Comercial,"40
años",Venta,Capital Federal,Once,simple
Departamento · 115m² · 4 Ambientes · 1 Cochera,210000,2023-07-22T00:34:30.000Z,149,128,115,4,2,3,Departamento,"35
años",Venta,Capital Federal,Villa Crespo,superdestacado
Departamento · 23m² · 1 Ambiente,43000,2021-01-14T15:24:25.000Z,37,23,23,1,1,0,Departamento,"45
años",Venta,Capital Federal,Barracas,simple
Casa · 207m² · 8 Ambientes · 1 Cochera,210000,2023-07-03T22:57:46.000Z,82,249,207,8,3,7,Casa,"56
años",Venta,Capital Federal,Villa del Parque,simple
Venta Recoleta. Excelente Departamento 4 Ambientes Vista a Plaza Libertad.,320000,9/23/22,0,141,141,4,2,3,Departamento,"70
años",Venta,Capital Federal,Recoleta,superdestacado
Venta Departamento Monoambiente Paraguay 700 Plaza San Martin 30 m²,90000,8/5/21,0,30,30,1,1,0,Departamento,0 años,Venta,Capital Federal,Retiro,simple
"Departamento 3 Dor. C/dep - Barrio Norte, Capital Federal",1500,8/16/23,0,230,200,4,2,3,Departamento,"60
años",Alquiler,Capital Federal,Barrio Norte,simple
Departamento · 65m² · 3 Ambientes,147500,2023-07-24T16:22:47.000Z,292,97,65,3,2,2,Departamento,"60
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 62m² · 3 Ambientes,135000,2023-07-24T16:05:20.000Z,123,65,62,3,1,2,Departamento,"48
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 131m² · 4 Ambientes,1250,2023-06-22T18:35:40.000Z,86,131,131,4,2,3,Departamento,"50
años",Alquiler,Capital Federal,Recoleta,superdestacado
Departamento · 252m² · 5 Ambientes · 2 Cocheras,2490000,2023-08-07T21:52:12.000Z,72,252,252,5,3,3,Departamento,0 años,Venta,Capital Federal,Puerto Madero,superdestacado
Local comercial · 36m²,49000,2022-09-16T13:49:15.000Z,60,36,36,0,1,0,Local Comercial,,Venta,Capital Federal,Palermo,superdestacado
